Timestamp,y,temp_std,humid_mean,humid_std,light_mean,light_std,volt_mean,n_sensors,hour,window
2004-02-28 00:00:00,19.580299999999998,0.6867525501846967,37.95169642857143,1.609526740307396,125.05428571428571,81.87442106907885,2.699652142857143,22,0,0
2004-02-28 01:00:00,18.346151143200963,0.8340255417076865,40.34383134777377,1.9166423901443745,143.64330324909747,143.5959371650434,2.670108721419976,52,1,0
2004-02-28 02:00:00,17.945257159221075,0.8582635339458545,40.70972514318442,2.004649529541548,140.79201030927837,145.3210612890105,2.667432961053837,52,2,0
2004-02-28 03:00:00,17.588508350424846,0.8611059174925346,41.005317521242304,2.0869202387052264,127.07806621740404,125.71844112606064,2.661742156460592,52,3,0
2004-02-28 04:00:00,17.14402154805784,0.9288432726276301,41.38670164445705,2.2674125242723226,127.42195633683016,125.98580409782298,2.657696489934789,52,4,0
2004-02-28 05:00:00,16.848843386861315,0.9077787402424643,41.53139433576642,2.2605066177490607,129.90534306569342,127.18631502630845,2.6523408116788323,52,5,0
2004-02-28 06:00:00,16.629452806414662,0.8910129875658634,41.80303021191295,2.250194520037559,137.61969644902635,123.46380588885064,2.650828390607102,52,6,0
2004-02-28 07:00:00,17.098116365788695,1.1345749974526027,40.88169946729802,2.6783996486462365,480.8008759988162,314.8607924689327,2.6569491299200942,52,7,0
2004-02-28 08:00:00,19.07273554017454,1.8573377640134676,37.63645476978633,3.79767137367885,831.0509780318988,454.51782578652825,2.6746959133313273,52,8,0
2004-02-28 09:00:00,21.05436395177889,2.2685643506813875,35.003361452513964,4.371951461755512,997.6919847103793,547.3951882802082,2.693124057630109,50,9,0
2004-02-28 10:00:00,22.52417816091954,2.2823926719090464,33.68262531609195,4.272951047479846,1092.1415172413792,594.4745300454642,2.7025086695402303,51,10,0
2004-02-28 11:00:00,23.33500324196876,2.0665868985356783,33.085539728853526,3.7919350830801286,1093.7441556145004,596.7327925555506,2.709110798703213,51,11,0
2004-02-28 12:00:00,23.765264353312304,1.8142012862158834,33.011327530828794,3.3659512070929565,1097.3491941496989,574.0909573346474,2.7146122942357325,51,12,0
2004-02-28 13:00:00,24.35317604519774,1.6680520111016228,32.47715172316384,3.093474860833451,1095.178395480226,569.1522291390097,2.721556104519774,51,13,0
2004-02-28 14:00:00,24.252488888888887,1.2232552769262401,32.63714159756772,2.2734314530931106,999.9001437258153,548.2132184359297,2.721292700386954,52,14,0
2004-02-28 15:00:00,23.71228048780488,0.9930794422933198,33.347054774260506,1.8383736178968766,788.5283238194085,498.48454261157985,2.714133092890503,52,15,0
2004-02-28 16:00:00,22.766823817863397,0.69152777937172,34.77494250688016,1.51219638400269,558.5640630472855,399.35875333610744,2.706281558669002,52,16,0
2004-02-28 17:00:00,21.90154543185222,0.5197854581216869,36.42006410384423,1.280987003915072,254.74078881677482,206.1533716924164,2.694636667498752,52,17,0
2004-02-28 18:00:00,20.981793852676205,0.5055057925031892,37.96929597244303,1.2838854267254902,83.96489147874934,65.46688523452967,2.6821825940646526,52,18,0
2004-02-28 19:00:00,20.417985297845377,0.5247824978478858,38.87457173637516,1.3231157563572327,90.5076810832446,92.62302159600317,2.6767512446134347,51,19,0
2004-02-28 20:00:00,20.066213631633715,0.6074837589850177,39.44283571800208,1.4243421195876513,103.71755463059314,129.0665706973042,2.6745092663891783,51,20,0
2004-02-28 21:00:00,19.661708898632963,0.6724427363420407,39.97840559711117,1.483004365263706,91.80285297699253,99.24862940878508,2.670224549909724,51,21,0
2004-02-28 22:00:00,19.18448742964353,0.7127098161507732,40.52201184668989,1.5571039417676393,71.13284388930582,97.10931827485656,2.663157502010185,51,22,0
2004-02-28 23:00:00,18.756968349463772,0.7044753923543526,40.99733803295841,1.5718614052361861,45.722673408527335,58.19240468435781,2.6574912450954744,51,23,0
2004-02-29 00:00:00,18.370986210582576,0.7275087652236747,41.37893955104222,1.610123615952866,45.73411550518439,58.290541598513144,2.65117119454837,51,0,1
2004-02-29 01:00:00,17.890117981072553,0.7318772709220958,42.21533911671924,1.5922114364655073,45.57676130389064,57.14176669062403,2.6462507570977922,51,1,1
2004-02-29 02:00:00,17.4985045503792,0.7753589170735367,43.12448810942578,1.7230673279561182,45.56018418201517,57.71521865076295,2.641215758396533,51,2,1
2004-02-29 03:00:00,17.174540259740258,0.7979900653745651,44.02721327855817,1.855665071738159,44.28350384309568,56.922190013453275,2.6351803684071027,51,3,1
2004-02-29 04:00:00,16.921782319849985,0.838623574347599,44.89867428341816,2.0041817412725123,45.46742030538441,57.425179907145605,2.633037725689794,51,4,1
2004-02-29 05:00:00,16.64942319615179,0.8660185206286338,45.7426588989845,2.1235383047838323,44.35545697487974,57.15816801427492,2.6270984901122394,51,5,1
2004-02-29 06:00:00,16.394824075067024,0.8771832065229394,46.530221313672925,2.2248730277718005,51.17224137549598,57.678341989737966,2.6245261018766755,52,6,1
2004-02-29 07:00:00,16.43343143001516,0.8515542428281763,46.54491836786256,2.077037665515799,191.086649823143,171.9081531624495,2.6269796462860033,52,7,1
2004-02-29 08:00:00,18.196069326287976,1.6248255212532874,42.68025062087186,3.3230525543448737,819.562250990753,498.2936896029316,2.6427268824306474,52,8,1
2004-02-29 09:00:00,19.814621752577317,1.5860854371413562,39.99854567010309,3.448215996094547,757.1889278350516,485.9225173599464,2.657332231958763,52,9,1
2004-02-29 10:00:00,20.184470640421402,1.399291439876153,39.97854535625173,3.0148746596665807,878.0794233434988,515.417052908997,2.660777540892709,52,10,1
2004-02-29 11:00:00,20.78446429691584,1.3567672902957342,39.431094824882386,2.8955069888506517,839.316048092002,507.701096371834,2.6669462571876634,52,11,1
2004-02-29 12:00:00,20.922608391959802,1.0880962370399494,39.822094924623116,2.416313232961163,790.6295075376885,507.56223734884634,2.6689784623115576,52,12,1
2004-02-29 13:00:00,21.202501219828704,0.9635883157954743,39.799658214378404,2.1291626678134326,883.8064884505579,528.3122460847194,2.6723585881131586,52,13,1
2004-02-29 14:00:00,21.24071962283384,0.7725046164550344,40.04914396024465,1.8567353647202587,760.7518450560651,505.029403219958,2.671433154943935,52,14,1
2004-02-29 15:00:00,20.70616586625355,0.6734199381523525,41.33800508649625,1.5760276732784806,400.9494448747741,295.4454600549363,2.665856372321198,52,15,1
2004-02-29 16:00:00,19.9919875,0.5845688180124545,42.39409119897959,1.5689757504492956,238.9723469387755,154.42523029337903,2.658719456632653,52,16,1
2004-02-29 17:00:00,19.58909381706694,0.5891180718486358,42.78932118037813,1.6715188567536572,143.6659683188554,89.61965968890385,2.6517305084312723,52,17,1
2004-02-29 18:00:00,19.14085364953887,0.5741221222978772,43.165806113306985,1.7035198950033716,95.36812121212122,74.63055190556408,2.646101162055336,52,18,1
2004-02-29 19:00:00,18.86017184765826,0.5877471041091638,43.43106595470921,1.7275691649817588,96.13112197632526,74.31351591914253,2.641292223365929,52,19,1
2004-02-29 20:00:00,18.644566252314203,0.6176921546437191,43.69375530282994,1.7399757273824907,93.02669664110024,71.21091349248466,2.6404242792911927,52,20,1
2004-02-29 21:00:00,18.51023803295841,0.6127037546953537,43.909174444153805,1.6941139646541363,87.55259232037666,72.67942292747144,2.6389999686110386,52,21,1
2004-02-29 22:00:00,18.326148577449946,0.6716732590205907,44.203850922023186,1.752011651697993,75.82681776090622,67.60515857433465,2.636275403055848,51,22,1
2004-02-29 23:00:00,18.097744206680584,0.7171211968207367,44.67145180062631,1.798635465905662,70.6232150888309,63.36582615016767,2.6344526200417535,51,23,1
2004-03-01 00:00:00,17.903543795818624,0.6799118406614272,45.385916046701055,1.6934772697858267,69.63262020646212,63.061831510533274,2.6296043822970403,51,0,2
2004-03-01 01:00:00,17.62906454398273,0.6461536701280728,46.32836524554776,1.579502435194854,67.9414786832164,62.980525310553006,2.627062415002698,50,1,2
2004-03-01 02:00:00,17.40862753583987,0.6635945300179109,46.71817435758723,1.645890391879242,66.82367865837166,61.963873833789535,2.6230032945631594,50,2,2
2004-03-01 03:00:00,17.27630988310308,0.6977733211394079,46.97473780552604,1.7103565337078241,66.48429861849097,61.63060088645418,2.6220523219978746,50,3,2
